Time,PV_Power_W,PV_Voltage_V,Batt_SOC_Pct,Batt_Voltage_V,Total_Energy_kWh
2026-02-19 15:48:55.180537,0.0,17.48,69.0,13.05,0.1
2026-02-19 15:54:11.198492,1.04,15.94,67.0,13.01,0.1
2026-02-19 15:59:42.255333,1.29,15.52,66.0,12.96,0.1
2026-02-19 16:05:20.789301,2.32,15.56,65.0,12.94,0.1
2026-02-19 16:10:51.858510,3.62,14.94,66.0,12.96,0.1
2026-02-19 16:16:22.985476,2.58,14.6,65.0,12.94,0.1
2026-02-19 16:21:28.173903,3.38,17.93,67.0,13.01,0.1
2026-02-19 16:26:39.211240,0.0,18.39,67.0,13.01,0.1
2026-02-19 16:32:10.543000,3.11,14.56,65.0,12.96,0.1
2026-02-19 16:37:22.363462,0.77,17.48,65.0,12.94,0.1
2026-02-19 16:43:01.095091,1.29,16.35,63.0,12.9,0.1
2026-02-19 16:48:05.132128,0.0,17.43,62.0,12.86,0.1
2026-02-19 16:53:30.156111,0.0,17.31,62.0,12.86,0.1
2026-02-19 16:58:36.941790,0.51,16.06,62.0,12.86,0.1
2026-02-19 17:04:09.751799,1.02,14.94,62.0,12.86,0.1
2026-02-19 17:09:41.088167,0.0,17.35,61.0,12.84,0.1
2026-02-19 17:15:12.178251,0.51,14.27,61.0,12.84,0.1
2026-02-19 17:20:17.129453,0.0,14.94,61.0,12.84,0.1
2026-02-19 17:25:48.295126,0.0,14.65,60.0,12.81,0.1
2026-02-19 17:31:19.254885,0.0,15.81,60.0,12.81,0.1
2026-02-19 17:36:37.628194,0.0,15.39,60.0,12.81,0.1
2026-02-19 17:41:49.754802,0.0,14.85,60.0,12.81,0.1
2026-02-19 17:46:52.963754,0.0,14.31,60.0,12.81,0.1
2026-02-19 17:51:56.474743,0.0,14.35,60.0,12.81,0.1
2026-02-19 17:57:35.022536,0.0,14.48,60.0,12.81,0.1
2026-02-19 18:02:39.244006,0.0,14.81,60.0,12.81,0.1
2026-02-19 18:07:44.499003,0.0,13.31,60.0,12.81,0.1
2026-02-19 18:12:49.648383,0.0,12.27,60.0,12.81,0.1
2026-02-19 18:17:58.088405,0.0,11.48,61.0,12.84,0.1
2026-02-19 18:23:06.518326,0.0,9.86,61.0,12.84,0.1
2026-02-19 18:28:37.455214,0.0,7.49,61.0,12.84,0.1
2026-02-19 18:33:45.403471,0.0,6.24,61.0,12.84,0.1
2026-02-19 18:38:53.533618,0.0,4.49,61.0,12.84,0.1
2026-02-19 18:44:05.142885,0.0,0.0,61.0,12.84,0.1
2026-02-19 18:49:11.111979,0.0,0.0,61.0,12.84,0.1
2026-02-19 18:54:20.983280,0.0,0.0,61.0,12.84,0.1
2026-02-19 18:59:26.136839,0.0,0.0,61.0,12.84,0.1
2026-02-19 19:04:57.146513,0.0,0.0,61.0,12.84,0.1
2026-02-19 19:10:04.543357,0.0,0.0,61.0,12.84,0.1
2026-02-19 19:15:28.182630,0.0,0.0,65.0,12.84,0.1
2026-02-19 19:20:59.253289,0.0,0.0,61.0,12.84,0.1
2026-02-19 19:26:37.998728,0.0,0.0,61.0,12.84,0.1
2026-02-19 19:32:09.053216,0.0,0.0,61.0,12.84,0.1
2026-02-19 19:37:28.032982,0.0,0.0,61.0,12.84,0.1
2026-02-19 19:42:45.419290,0.0,0.0,61.0,12.84,0.1
